flightnumber,DepartureIATA,ArrivalIATA,AirlineIATA,flightdate
DT840489,HKG,DEN,DT,2023-11-08
AA707932,CGK,CPH,AA,2023-11-08
NH964308,NTE,SYD,NH,2023-11-08
EK273534,SYD,ZRH,EK,2023-11-08
ME896589,DOH,ATH,ME,2023-11-08
SQ285857,ATL,EZE,SQ,2023-11-08
TU982608,GUA,MEX,TU,2023-11-08
OS709974,SDQ,DFW,OS,2023-11-08
KM647681,YYZ,MRS,KM,2023-11-08
QF023907,BRS,GUA,QF,2023-11-08
LH255194,CGN,CWL,LH,2023-11-08
AH801354,NTE,HAJ,AH,2023-11-08
CA242925,FRA,BSL,CA,2023-11-08
JU460613,HAJ,HND,JU,2023-11-08
ET118000,CGK,CDG,ET,2023-11-08
NH035619,CWL,DEL,NH,2023-11-08
MS378873,LYS,BKK,MS,2023-11-08
CX904434,OSL,EZE,CX,2023-11-09
AS135288,NCL,HEL,AS,2023-11-09
FI604409,BUD,HKG,FI,2023-11-09
LX992012,OSL,AKL,LX,2023-11-09
NH110991,CPH,BRU,NH,2023-11-09
AA127020,WAW,SYD,AA,2023-11-09
NK592527,BOM,MNL,NK,2023-11-09
KE201104,NCE,KIN,KE,2023-11-09
FZ123547,AMS,SGN,FZ,2023-11-09
WS977925,ORD,MRS,WS,2023-11-09
H2805882,YYZ,MAN,H2,2023-11-09
LA767874,DFW,SIN,LA,2023-11-09
JT994320,BUD,YYZ,JT,2023-11-09
MH260645,BRU,JNB,MH,2023-11-09
BA484247,LIS,KIN,BA,2023-11-09
AF023022,LBA,BFS,AF,2023-11-09
SG148520,CHC,LYS,SG,2023-11-09
SA908416,BSL,AKL,SA,2023-11-09
ME793006,DUS,HAN,ME,2023-11-09
AC763937,SAL,CGN,AC,2023-11-10
JL340246,SJO,CGK,JL,2023-11-10
AD110112,LIM,GRU,AD,2023-11-10
DL898560,BOG,CPT,DL,2023-11-10
GF980520,HAM,BSB,GF,2023-11-10
OS846503,PEK,HAJ,OS,2023-11-10
EK002476,CWL,SYD,EK,2023-11-10
OZ915517,HAN,DFW,OZ,2023-11-10
IB978707,NTE,BRU,IB,2023-11-10
EK686599,LAX,LIM,EK,2023-11-10
H2476742,DUB,SCL,H2,2023-11-10
KM028655,BKK,ZRH,KM,2023-11-10
AV032903,NBO,SJO,AV,2023-11-10
FZ949390,LYS,BUD,FZ,2023-11-10
CZ296090,POS,TLS,CZ,2023-11-10
NK263323,STR,JNB,NK,2023-11-10
EI827714,SDQ,BOG,EI,2023-11-10
B6431758,BUD,IST,B6,2023-11-10
FI039982,BUD,OSL,FI,2023-11-10
A3043120,BHX,WLG,A3,2023-11-10
JA947411,HEL,BRU,JA,2023-11-10
KU893620,BRU,WLG,KU,2023-11-10
HY949782,SIN,POS,HY,2023-11-10
SG393420,CPH,GRU,SG,2023-11-10
PX604185,DUS,WLG,PX,2023-11-10
AI075140,SJO,SAL,AI,2023-11-10
WY489200,DUB,PRG,WY,2023-11-10
IB053233,LIS,BRS,IB,2023-11-10
W6885745,KIN,CWL,W6,2023-11-10
SA166237,SYD,HAN,SA,2023-11-10
RJ995687,HAM,HND,RJ,2023-11-10
FR222932,PEK,CPH,FR,2023-11-11
CX478815,PTY,BOG,CX,2023-11-11
AI206309,MEL,FRA,AI,2023-11-11
MU292408,DFW,OSL,MU,2023-11-11
MH200157,DUS,BSB,MH,2023-11-11
B6219011,CPT,BSB,B6,2023-11-11
DT885593,SYD,DXB,DT,2023-11-11
VN142281,GRU,BRS,VN,2023-11-11
CX927403,SJO,NCL,CX,2023-11-11
WB339634,AKL,MEL,WB,2023-11-11
AT291449,LIM,OSL,AT,2023-11-11
HU115089,MEL,HAN,HU,2023-11-11
AM935716,BOM,JNB,AM,2023-11-11
TR390263,BER,HAM,TR,2023-11-11
PX191442,BHX,GLA,PX,2023-11-11
KC336921,ARN,BRS,KC,2023-11-11
SQ624846,MAD,LPL,SQ,2023-11-11
HY164241,STR,MNL,HY,2023-11-11
SV686883,PRG,GVA,SV,2023-11-11
SG906098,HAM,CGK,SG,2023-11-11
JA823046,HEL,CPH,JA,2023-11-11
VS915209,NCE,SYD,VS,2023-11-11
VS555839,CPT,POS,VS,2023-11-11
ET716118,NCL,MRS,ET,2023-11-11
UL534976,NCL,CGK,UL,2023-11-12
SQ404065,NCE,BRS,SQ,2023-11-12
TS262570,GRU,FRA,TS,2023-11-12
UA355901,JNB,PEK,UA,2023-11-12
HY641632,SYD,MEL,HY,2023-11-12
FI041114,GIG,DFW,FI,2023-11-12
MK900684,ATH,SJO,MK,2023-11-12
TK404323,LEJ,ATL,TK,2023-11-12
RJ477140,SIN,AKL,RJ,2023-11-12
VN368636,SJO,PTY,VN,2023-11-12
TU690772,CPH,HAN,TU,2023-11-12
FZ086134,LAX,GVA,FZ,2023-11-12
UA788853,KIN,PRG,UA,2023-11-12
AT936075,LYS,BHX,AT,2023-11-12
KM662700,HAN,LYS,KM,2023-11-12
LA068098,DUB,VIE,LA,2023-11-12
AT273046,ICN,MEX,AT,2023-11-12
Y4846230,DEL,ARN,Y4,2023-11-12
LH175972,EZE,DOH,LH,2023-11-13
VS745710,LHR,ZRH,VS,2023-11-13
KC087572,BRU,SCL,KC,2023-11-13
VB258087,AKL,BHX,VB,2023-11-13
SQ954795,EZE,DUS,SQ,2023-11-13
TG752176,BOD,GRU,TG,2023-11-13
EY577838,MEL,NCL,EY,2023-11-13
VY935666,WLG,BRS,VY,2023-11-13
A3278497,BOD,HAN,A3,2023-11-13
AV209006,EDI,AKL,AV,2023-11-13
GA813425,AMS,CWL,GA,2023-11-13
DL656394,HND,LBA,DL,2023-11-13
SV038089,JNB,MUC,SV,2023-11-13
CZ044718,ORD,CHC,CZ,2023-11-13
H2996833,DFW,BOD,H2,2023-11-13
MK804678,GRU,HAV,MK,2023-11-13
WB948228,MXP,KEF,WB,2023-11-13
JT349637,CGK,BOD,JT,2023-11-13
LA722674,SYD,SCL,LA,2023-11-13
AV330513,STR,BSL,AV,2023-11-13
AT485342,CHC,LPL,AT,2023-11-14
WS168712,HAM,MEL,WS,2023-11-14
Y4409684,BSB,BOD,Y4,2023-11-14
QR270428,IST,BUD,QR,2023-11-14
AY944173,EZE,DXB,AY,2023-11-14
EK070344,HND,WLG,EK,2023-11-14
TG925940,JNB,CDG,TG,2023-11-14
TS426131,PRG,CPT,TS,2023-11-14
KC073860,GRU,LBA,KC,2023-11-14
NK642471,ARN,CDG,NK,2023-11-14
EK616873,MXP,HAN,EK,2023-11-14
TR334049,HAM,MXP,TR,2023-11-14
AM609332,BCN,MXP,AM,2023-11-14
AV694572,BHX,SAL,AV,2023-11-14
AH372958,KEF,HEL,AH,2023-11-14
WN372990,HEL,ORD,WN,2023-11-14
WN087747,YYZ,MRS,WN,2023-11-14
AH309753,OSL,CDG,AH,2023-11-14
SQ211630,GUA,SDQ,SQ,2023-11-14
SV166287,LIM,PTY,SV,2023-11-14
AC058968,BHX,ATL,AC,2023-11-14
KQ704770,POS,FCO,KQ,2023-11-14
UA916768,WLG,AKL,UA,2023-11-14
TS190433,IST,BOG,TS,2023-11-14
SV118620,DOH,BUD,SV,2023-11-14
TU001510,DUS,GRU,TU,2023-11-14
HU943842,LEJ,ATL,HU,2023-11-15
PC491288,BOM,CAI,PC,2023-11-15
AY378330,PTY,FRA,AY,2023-11-15
AF250100,HKG,MAN,AF,2023-11-15
DT705014,BOM,DUB,DT,2023-11-15
ET747795,PUJ,EDI,ET,2023-11-15
AV879912,MEX,EZE,AV,2023-11-15
AT312309,WAW,GLA,AT,2023-11-15
B6220945,SAL,NUE,B6,2023-11-15
RJ595299,DEL,HAJ,RJ,2023-11-15
LX922785,MRS,FRA,LX,2023-11-15
AT744141,KIN,DEL,AT,2023-11-15
TR617623,MEL,CWL,TR,2023-11-15
FJ715946,HAM,BER,FJ,2023-11-15
UK572564,HAN,BSB,UK,2023-11-15
KU700575,DUB,GIG,KU,2023-11-15
QF871572,POS,GVA,QF,2023-11-15
IB608929,MUC,GRU,IB,2023-11-15
U2493752,SGN,GIG,U2,2023-11-15
KE307471,NCE,DEN,KE,2023-11-15
LH704011,EZE,BUD,LH,2023-11-15
MU075234,MAD,BOD,MU,2023-11-15
VA832007,MAD,CHC,VA,2023-11-15
HU468930,GVA,HAN,HU,2023-11-16
AI042573,BRS,FRA,AI,2023-11-16
U2332548,CAI,DEL,U2,2023-11-16
GF518591,NCE,NUE,GF,2023-11-16
AM143896,GRU,CHC,AM,2023-11-16
PX513644,AMS,BSL,PX,2023-11-16
TK111138,HND,PUJ,TK,2023-11-16
MS111707,HAM,MUC,MS,2023-11-16
OB237667,MEX,ZRH,OB,2023-11-16
OS779278,SYD,LPL,OS,2023-11-16
HY675410,LIS,EDI,HY,2023-11-16
AV703142,WAW,ICN,AV,2023-11-16
AH833874,NCE,BRS,AH,2023-11-16
EK102346,PRG,EZE,EK,2023-11-16
QH264840,NCL,MAD,QH,2023-11-16
KQ197713,LIM,BSL,KQ,2023-11-16
OZ170018,BSB,SAL,OZ,2023-11-16
MU043207,DUB,LHR,MU,2023-11-16
KE293022,FCO,DOH,KE,2023-11-16
KQ684223,FCO,LPL,KQ,2023-11-17
J2517089,MBJ,LIM,J2,2023-11-17
A3454827,AMS,WLG,A3,2023-11-17
JA361514,BRS,SCL,JA,2023-11-17
NK918264,HND,DXB,NK,2023-11-17
SA402850,PRG,JNB,SA,2023-11-17
JU072302,FCO,ORD,JU,2023-11-17
QR959160,FRA,BSB,QR,2023-11-17
FJ309179,HAJ,DUS,FJ,2023-11-17
BA848252,CPT,HND,BA,2023-11-17
JL036005,DXB,ORD,JL,2023-11-17
AC275412,GLA,NBO,AC,2023-11-17
WS254360,MEX,ORD,WS,2023-11-17
RO565665,CPH,PTY,RO,2023-11-17
NK407019,SDQ,DXB,NK,2023-11-17
AF113409,LAX,SIN,AF,2023-11-17
6E968824,PTY,DFW,6E,2023-11-17
LH411282,LAX,CHC,LH,2023-11-17
EY957720,MEL,BSL,EY,2023-11-17
KQ841475,MXP,BKK,KQ,2023-11-17
VS939734,HAV,WAW,VS,2023-11-18
QR633511,HAV,CPH,QR,2023-11-18
QR590238,CGK,SGN,QR,2023-11-18
VY643396,BUD,LAX,VY,2023-11-18
LX568765,BHX,GRU,LX,2023-11-18
DT578864,CHC,HAJ,DT,2023-11-18
AR431917,NBO,GIG,AR,2023-11-18
OB460518,MEL,HKG,OB,2023-11-18
DL195396,LBA,MBJ,DL,2023-11-18
HU504294,ARN,BOG,HU,2023-11-18
DT986683,BOG,NTE,DT,2023-11-18
PX006358,BFS,EDI,PX,2023-11-18
U2155686,BRU,STR,U2,2023-11-18
MS341718,SDQ,CAI,MS,2023-11-18
ET388966,DUB,HAM,ET,2023-11-18
DT960880,BSB,WLG,DT,2023-11-18
JT538916,HAV,HAJ,JT,2023-11-18
SA671550,SIN,BRU,SA,2023-11-19
W6913607,GRU,KEF,W6,2023-11-19
W6482633,BRS,LPL,W6,2023-11-19
KL756419,TLS,STR,KL,2023-11-19
UL423861,NCE,LIS,UL,2023-11-19
WN049615,SAL,LHR,WN,2023-11-19
AF115310,AMS,CGN,AF,2023-11-19
CA678031,HAN,DFW,CA,2023-11-19
LO239822,YYZ,AKL,LO,2023-11-19
TS164466,BHX,ORD,TS,2023-11-19
AS573293,YYZ,NAS,AS,2023-11-19
F9208495,DOH,CHC,F9,2023-11-19
OB865823,HAJ,GLA,OB,2023-11-19
G3795906,PEK,OSL,G3,2023-11-20
CX053276,GRU,SAL,CX,2023-11-20
VN917636,MAN,VIE,VN,2023-11-20
SV646668,CHC,SIN,SV,2023-11-20
EW692830,AKL,CPH,EW,2023-11-20
SA786181,EDI,BSB,SA,2023-11-20
MH901681,CWL,VIE,MH,2023-11-20
HU904150,ATL,MAN,HU,2023-11-20
TS217885,BER,FCO,TS,2023-11-20
AT308202,KIN,CPH,AT,2023-11-20
SA983881,DOH,MEL,SA,2023-11-20
AC098597,DUS,CGK,AC,2023-11-20
KL827261,EDI,BER,KL,2023-11-20
LO473824,GUA,MBJ,LO,2023-11-20
PX017128,SGN,MAN,PX,2023-11-20
QR629031,MEL,MAD,QR,2023-11-20
NH932568,MEX,LHR,NH,2023-11-20
QR809427,STR,BUD,QR,2023-11-20
AD653682,BRS,TLS,AD,2023-11-20
U2070705,YYZ,SYD,U2,2023-11-20
AI572244,SGN,LEJ,AI,2023-11-20
SA420464,LEJ,NCE,SA,2023-11-21
H2108899,ATL,LEJ,H2,2023-11-21
AM921472,BCN,BKK,AM,2023-11-21
TS033676,HAM,MAN,TS,2023-11-21
LX071866,IST,LIM,LX,2023-11-21
AF055837,NCL,GRU,AF,2023-11-21
KL613450,GRU,GLA,KL,2023-11-21
F9275527,GUA,BER,F9,2023-11-21
SG759863,STR,SJO,SG,2023-11-21
LO546287,MUC,GVA,LO,2023-11-21
EW967573,CHC,BCN,EW,2023-11-21
JL388626,CDG,BER,JL,2023-11-21
ME462051,OSL,NAS,ME,2023-11-21
BT316872,HEL,GVA,BT,2023-11-22
Y4507536,BUD,LPL,Y4,2023-11-22
H2425802,DUS,BER,H2,2023-11-22
ME710070,MXP,PEK,ME,2023-11-22
RJ063098,CWL,PTY,RJ,2023-11-22
W6887093,NTE,HAV,W6,2023-11-22
UK154002,HAM,LHR,UK,2023-11-22
VS913985,HAV,PUJ,VS,2023-11-22
BT928633,FCO,HAV,BT,2023-11-22
FJ155474,BHX,NTE,FJ,2023-11-22
WN329467,DXB,MAD,WN,2023-11-22
UA334688,MBJ,LIM,UA,2023-11-22
TG402054,CAI,SGN,TG,2023-11-22
TG748929,HAJ,NCE,TG,2023-11-22
AI414526,MAN,CGK,AI,2023-11-22
UK892226,ZRH,AMS,UK,2023-11-22
AT030368,LEJ,MUC,AT,2023-11-22
SG434625,BER,MXP,SG,2023-11-22
MH681040,SYD,LYS,MH,2023-11-22
WB736046,NAS,LIS,WB,2023-11-22
EY711429,TLS,MBJ,EY,2023-11-22
AR701276,LYS,MAD,AR,2023-11-22
FZ571693,GUA,NCE,FZ,2023-11-22
WS869106,FRA,DEL,WS,2023-11-22
FJ954310,ZRH,AMS,FJ,2023-11-22
KC965753,VIE,WLG,KC,2023-11-22
JA566583,STR,DEN,JA,2023-11-22
NH645319,NAS,LPL,NH,2023-11-22
W6720633,VIE,ORD,W6,2023-11-22
KL436085,MXP,LBA,KL,2023-11-22
HX067330,CPT,YYZ,HX,2023-11-22
KM378200,MRS,BFS,KM,2023-11-22
TS635684,HAN,LIM,TS,2023-11-22
WN983921,SGN,SAL,WN,2023-11-22
VA996768,DXB,IST,VA,2023-11-23
J2975665,CDG,DUB,J2,2023-11-23
UL434601,MUC,VIE,UL,2023-11-23
OS500723,WLG,DEL,OS,2023-11-23
LH464249,MAD,LYS,LH,2023-11-23
KC487318,DUB,DEL,KC,2023-11-23
EY499675,MAD,POS,EY,2023-11-23
JA344578,BOM,DOH,JA,2023-11-23
BT500161,AMS,MEX,BT,2023-11-23
F9609911,SIN,CPT,F9,2023-11-23
CA381441,BFS,MAD,CA,2023-11-23
TS459712,DFW,GIG,TS,2023-11-23
BA378207,CGN,NBO,BA,2023-11-23
MK214299,SJO,BSL,MK,2023-11-23
AA226983,ZRH,VIE,AA,2023-11-23
VN853391,MRS,HEL,VN,2023-11-23
JU665407,ARN,MBJ,JU,2023-11-23
G3818396,PRG,DEL,G3,2023-11-23
KE763642,CGN,AKL,KE,2023-11-23
AD549951,CAI,CWL,AD,2023-11-23
AS083220,PEK,AMS,AS,2023-11-23
UL368666,BSB,KIN,UL,2023-11-23
WB179728,BKK,PEK,WB,2023-11-23
EI597984,CPT,SAL,EI,2023-11-23
OZ822994,MBJ,ARN,OZ,2023-11-24
LO030595,LAX,GLA,LO,2023-11-24
EI043468,SCL,DEL,EI,2023-11-24
VA400272,MBJ,LBA,VA,2023-11-24
EI541617,SAL,DEL,EI,2023-11-24
VA814218,MAN,MUC,VA,2023-11-24
NH132952,BKK,JNB,NH,2023-11-24
KM733662,DOH,FCO,KM,2023-11-24
ME710563,HAM,MAD,ME,2023-11-24
TK500633,AKL,NCE,TK,2023-11-24
IB677037,SIN,MXP,IB,2023-11-24
CX477892,BUD,NCL,CX,2023-11-24
AI558000,DOH,LAX,AI,2023-11-24
LX894337,SJO,AKL,LX,2023-11-24
B6507846,HKG,BER,B6,2023-11-24
EY907278,EZE,SCL,EY,2023-11-24
IB913016,EZE,PEK,IB,2023-11-24
AS682701,EDI,NBO,AS,2023-11-24
U2531691,MRS,GRU,U2,2023-11-24
EK048427,DFW,MAN,EK,2023-11-24
UL237700,BOM,PEK,UL,2023-11-24
JT473101,KEF,GUA,JT,2023-11-24
WN407860,NCL,CDG,WN,2023-11-25
BT976132,NAS,DFW,BT,2023-11-25
A3479330,FRA,VIE,A3,2023-11-25
EY079946,BHX,PEK,EY,2023-11-25
F9204118,VIE,HND,F9,2023-11-25
ET798083,SDQ,BOD,ET,2023-11-25
PC523139,LPL,SGN,PC,2023-11-25
EI611868,VIE,BHX,EI,2023-11-25
NK576110,JNB,SYD,NK,2023-11-25
BT586551,MBJ,LEJ,BT,2023-11-25
WB798836,NAS,SGN,WB,2023-11-25
DL279462,LIM,HAV,DL,2023-11-25
CA208071,ATH,ORD,CA,2023-11-25
JT220734,SDQ,BER,JT,2023-11-25
EY347438,MRS,KEF,EY,2023-11-25
SQ515111,LIM,EZE,SQ,2023-11-25
LX406332,BSB,HND,LX,2023-11-25
AC895701,SDQ,DEN,AC,2023-11-25
PX721272,MAD,BSB,PX,2023-11-25
MU967646,NTE,VIE,MU,2023-11-25
IB007319,HAV,PTY,IB,2023-11-25
LA146930,MNL,LIS,LA,2023-11-26
WS806003,HKG,HAV,WS,2023-11-26
MS145773,CGN,DOH,MS,2023-11-26
AR001369,GIG,LHR,AR,2023-11-26
WN006703,HAJ,WAW,WN,2023-11-26
PC802185,BRS,SDQ,PC,2023-11-26
TP593475,CPT,SCL,TP,2023-11-26
CX418953,BOD,NUE,CX,2023-11-26
UL027448,DOH,LIM,UL,2023-11-26
BA948465,SIN,WLG,BA,2023-11-26
AI743149,GLA,HAN,AI,2023-11-26
VS933671,ATL,MUC,VS,2023-11-26
WB510965,EDI,MBJ,WB,2023-11-26
PC209807,BRS,ATL,PC,2023-11-26
SG923980,SAL,DEL,SG,2023-11-26
AF451190,TLS,BCN,AF,2023-11-26
6E229431,WAW,NAS,6E,2023-11-26
MU437454,NCL,BKK,MU,2023-11-26
NZ686428,BFS,SCL,NZ,2023-11-26
UK226179,PTY,HKG,UK,2023-11-26
AF504671,LEJ,POS,AF,2023-11-26
EI582701,GVA,CAI,EI,2023-11-26
KL294565,LAX,LEJ,KL,2023-11-26
SV090337,BRS,LEJ,SV,2023-11-27
FJ281031,SJO,MAN,FJ,2023-11-27
TG459394,BOM,CGN,TG,2023-11-27
KL490763,BSL,GRU,KL,2023-11-27
AS557525,DUS,MAD,AS,2023-11-27
AA931682,MEL,BRU,AA,2023-11-27
CA615683,CGK,MNL,CA,2023-11-27
ET894845,HND,DOH,ET,2023-11-27
PX516852,CAI,CGN,PX,2023-11-27
FZ521153,CGN,BSL,FZ,2023-11-27
OS270309,DOH,HAV,OS,2023-11-27
LO695038,PUJ,FCO,LO,2023-11-27
CX820199,OSL,BOG,CX,2023-11-27
A3299916,BRS,BUD,A3,2023-11-27
MK144734,PRG,DEL,MK,2023-11-27
HU954831,LEJ,HAN,HU,2023-11-27
UL307440,MEX,LPL,UL,2023-11-27
EW900400,CDG,SIN,EW,2023-11-27
OS318821,CGK,HAM,OS,2023-11-27
Y4249397,HAN,HND,Y4,2023-11-27
RJ625478,ORD,MNL,RJ,2023-11-27
VB930731,NBO,ZRH,VB,2023-11-27
UL406109,LHR,YYZ,UL,2023-11-28
NK204125,JNB,FCO,NK,2023-11-28
KC414688,BRU,CWL,KC,2023-11-28
WY748373,TLS,HEL,WY,2023-11-28
Y4359533,BRS,BSL,Y4,2023-11-28
KC545929,BFS,BOD,KC,2023-11-28
PC291118,SJO,ZRH,PC,2023-11-28
NZ914377,GRU,GLA,NZ,2023-11-28
U2590867,MEX,BER,U2,2023-11-28
TR967421,DFW,NCE,TR,2023-11-28
EI203190,PTY,SAL,EI,2023-11-28
MU910293,LBA,HAV,MU,2023-11-28
MK738621,SCL,CHC,MK,2023-11-28
SK853999,MEX,KEF,SK,2023-11-28
6E670289,PEK,LIS,6E,2023-11-28
MK956949,SIN,BCN,MK,2023-11-28
SQ654478,PEK,VIE,SQ,2023-11-28
SQ492163,LAX,VIE,SQ,2023-11-28
VN677630,HEL,SAL,VN,2023-11-28
AM410245,BOG,LBA,AM,2023-11-28
FJ345333,MNL,LAX,FJ,2023-11-28
GA393907,SDQ,NCL,GA,2023-11-28
MH901538,EZE,CWL,MH,2023-11-28
JA949380,BOG,LHR,JA,2023-11-28
LH548023,CHC,CPH,LH,2023-11-28
AY991982,PRG,PUJ,AY,2023-11-29
PR403431,CAI,MEL,PR,2023-11-29
KU433489,POS,DEL,KU,2023-11-29
AH370751,NCL,SIN,AH,2023-11-29
VA719823,CGN,DXB,VA,2023-11-29
KC100777,VIE,CDG,KC,2023-11-29
TR468590,CGN,VIE,TR,2023-11-29
EY126790,BOM,GLA,EY,2023-11-29
MH883630,OSL,MUC,MH,2023-11-29
MK929764,NCE,BHX,MK,2023-11-29
EW761064,BRU,DOH,EW,2023-11-29
RJ741834,NCL,NCE,RJ,2023-11-29
HU496607,LBA,POS,HU,2023-11-29
HU523548,CDG,MEL,HU,2023-11-29
HX314242,SJO,BRS,HX,2023-11-29
CX534864,AMS,POS,CX,2023-11-29
AV419426,PTY,BSL,AV,2023-11-29
ME438953,SJO,DXB,ME,2023-11-29
G3806659,NAS,EDI,G3,2023-11-29
CX759739,MAD,POS,CX,2023-11-29
ME550893,LYS,SAL,ME,2023-11-29
W6502796,BOG,KIN,W6,2023-11-29
TU421183,LAX,HND,TU,2023-11-29
VA614173,DEL,BOM,VA,2023-11-29
W6935623,HKG,FRA,W6,2023-11-29
PX530346,CGN,MAN,PX,2023-11-29
UA817455,BRS,BKK,UA,2023-11-29
G3613372,MAN,WLG,G3,2023-11-30
HU793923,GUA,MBJ,HU,2023-11-30
LA476732,KEF,SJO,LA,2023-11-30
AA669874,MRS,MXP,AA,2023-11-30
VY177924,DUS,ARN,VY,2023-11-30
TS258885,KEF,LPL,TS,2023-11-30
LA367587,HND,EZE,LA,2023-11-30
MH531517,CGN,MXP,MH,2023-11-30
AM619820,CHC,LYS,AM,2023-11-30
U2034018,BUD,HND,U2,2023-11-30
CX033596,ICN,CGK,CX,2023-11-30
U2227804,MEX,WLG,U2,2023-11-30
G3588547,SIN,SGN,G3,2023-11-30
VY775876,BOM,MUC,VY,2023-11-30
EW132383,PTY,HEL,EW,2023-11-30
RJ359634,HAN,DEL,RJ,2023-11-30
QR138410,ZRH,BOG,QR,2023-11-30
MU146006,STR,MUC,MU,2023-11-30
UK517515,LIS,BUD,UK,2023-11-30
WB512544,NTE,ORD,WB,2023-11-30
CX880641,BSB,DXB,CX,2023-11-30
FZ100510,DFW,CGK,FZ,2023-11-30
LA357099,MAD,WAW,LA,2023-11-30
AI213193,MEX,CPH,AI,2023-12-01
KC125416,EZE,GIG,KC,2023-12-01
HY028311,LIM,SAL,HY,2023-12-01
PC103915,PRG,TLS,PC,2023-12-01
AH574700,BFS,MUC,AH,2023-12-01
VB133388,MNL,POS,VB,2023-12-01
Y4218147,BSB,NAS,Y4,2023-12-01
J2227500,CAI,BOM,J2,2023-12-01
SG803205,YYZ,FRA,SG,2023-12-01
AI128137,MAD,BKK,AI,2023-12-01
FI998847,DFW,FRA,FI,2023-12-01
Y4810927,HKG,ORD,Y4,2023-12-01
KL635269,LYS,ORD,KL,2023-12-01
AF890335,DOH,BER,AF,2023-12-01
UK460503,EDI,MXP,UK,2023-12-01
BA407478,GIG,NCL,BA,2023-12-01
AC158519,ATL,FCO,AC,2023-12-01
KQ863516,CDG,NAS,KQ,2023-12-01
TU254533,LPL,VIE,TU,2023-12-01
VS988273,BSL,LPL,VS,2023-12-01
ME855329,BUD,BER,ME,2023-12-01
VB387713,LBA,EDI,VB,2023-12-01
H2899806,GVA,ZRH,H2,2023-12-01
HU032434,HKG,WAW,HU,2023-12-02
SQ680780,BRS,PUJ,SQ,2023-12-02
EK569288,MEL,BSL,EK,2023-12-02
PX165142,HAM,NAS,PX,2023-12-02
EK742582,HAN,MNL,EK,2023-12-02
FJ372064,BOM,CDG,FJ,2023-12-02
JL036730,WLG,POS,JL,2023-12-02
LH152205,LHR,GVA,LH,2023-12-02
AF878068,LBA,BCN,AF,2023-12-02
VA356327,PRG,LPL,VA,2023-12-02
BT100948,POS,FRA,BT,2023-12-02
6E484952,PRG,MUC,6E,2023-12-02
VN132397,BOD,HND,VN,2023-12-02
QH859772,BER,CPH,QH,2023-12-02
AM354957,MAN,LEJ,AM,2023-12-02
VA282564,GUA,MAN,VA,2023-12-02
LO877405,NAS,CPT,LO,2023-12-02
LX760796,LPL,NBO,LX,2023-12-02
TK085323,CPH,SGN,TK,2023-12-02
PX040095,FCO,VIE,PX,2023-12-02
FJ045588,YYZ,KIN,FJ,2023-12-02
SA242593,ZRH,PEK,SA,2023-12-02
TG213324,LPL,DFW,TG,2023-12-02
U2245751,SAL,EDI,U2,2023-12-03
AR721109,STR,DEN,AR,2023-12-03
OB417571,BKK,KEF,OB,2023-12-03
BA784400,BCN,SYD,BA,2023-12-03
B6045907,KEF,TLS,B6,2023-12-03
HU188039,NUE,MEL,HU,2023-12-03
NH676742,NCL,LAX,NH,2023-12-03
JT924921,ATH,EDI,JT,2023-12-03
TG389867,DEL,BUD,TG,2023-12-03
OZ210191,ORD,CPH,OZ,2023-12-03
AH959901,NCE,BUD,AH,2023-12-03
IB816874,KEF,WLG,IB,2023-12-03
TU706218,SYD,HAJ,TU,2023-12-03
QF490965,BHX,LIS,QF,2023-12-03
AM761080,SJO,KIN,AM,2023-12-03
A3138509,EDI,PRG,A3,2023-12-03
H2667288,SYD,DUB,H2,2023-12-03
UA866225,SJO,YYZ,UA,2023-12-03
VS926698,PEK,KIN,VS,2023-12-03
EI760840,BOD,SIN,EI,2023-12-04
LX536955,DOH,PEK,LX,2023-12-04
SK451673,MAN,BKK,SK,2023-12-04
JL269622,LEJ,BOD,JL,2023-12-04
F9715987,BOG,AMS,F9,2023-12-04
HX720127,BOM,BFS,HX,2023-12-04
F9594694,SJO,AKL,F9,2023-12-04
KL254742,HAM,NCE,KL,2023-12-04
6E847704,PUJ,VIE,6E,2023-12-04
WB691836,LYS,BOM,WB,2023-12-04
AC233625,LIM,BOG,AC,2023-12-04
DT594947,IST,PEK,DT,2023-12-04
KU834299,CHC,STR,KU,2023-12-04
NH987117,BRU,DEN,NH,2023-12-04
MS651278,BSB,BFS,MS,2023-12-04
MK094987,CWL,BUD,MK,2023-12-04
BT481445,TLS,BRS,BT,2023-12-04
VY156095,IST,ORD,VY,2023-12-04
NK136431,BRU,CWL,NK,2023-12-04
WB951293,TLS,CWL,WB,2023-12-04
VA604715,LIS,GUA,VA,2023-12-04
PR806910,BFS,OSL,PR,2023-12-04
SG482300,SDQ,HAV,SG,2023-12-04
QR224319,LIM,GRU,QR,2023-12-04
WS464626,HKG,ATH,WS,2023-12-04
VB382547,KIN,DUB,VB,2023-12-04
NH074530,DUB,CGN,NH,2023-12-05
HX673904,OSL,LPL,HX,2023-12-05
SV409611,HAV,MUC,SV,2023-12-05
RJ598845,PRG,NCE,RJ,2023-12-05
HY354178,BSB,BHX,HY,2023-12-05
AY305953,CPH,BOD,AY,2023-12-05
AM423627,NBO,NCL,AM,2023-12-05
AH580974,AMS,FRA,AH,2023-12-05
AY376557,LIS,BCN,AY,2023-12-05
